Timestamp,Comment,PreposText,tokenizerText,stemmed,FinalNormalizer,label,score,Likes
2025-04-13T01:40:30Z,Jangan sebit biwaidi tapi beyede..,jangan sebit biwaidi tapi beyede,"['jangan', 'sebit', 'biwaidi', 'tapi', 'beyede']","['jangan', 'sebit', 'biwaidi', 'tapi', 'beyede']","['jangan', 'sebit', 'biwaidi', 'beyede']",negatif,-5,0
2025-04-13T01:25:31Z,Masih belum tertarik samsek meminang mobil listrik.,masih belum tertarik samsek meminang mobil listrik,"['masih', 'belum', 'tertarik', 'samsek', 'meminang', 'mobil', 'listrik']","['masih', 'belum', 'tarik', 'samsak', 'pinang', 'mobil', 'listrik']","['belum', 'tarik', 'samsak', 'pinang', 'mobil', 'listrik']",netral,0,0
2025-04-13T00:28:07Z,Msh penasaran harga baterainya sama kuat brp lama,msh penasaran harga baterainya sama kuat brp lama,"['msh', 'penasaran', 'harga', 'baterainya', 'sama', 'kuat', 'brp', 'lama']","['msh', 'penasaran', 'harga', 'baterai', 'sama', 'kuat', 'brp', 'lama']","['penasaran', 'harga', 'baterai', 'kuat']",positif,5,0
2025-05-01T07:45:56Z,"Kalo baterai seharusnya gak usah dipikirin karena BYD fleetnya Blue bird aja udah jalan setengah juta kilometer lebih masih awet, mobil bensin aja langka bgt yang bisa diatas 200 ribu kilometer dan pasti dah turun mesin juga",kalo baterai seharusnya gak usah dipikirin karena byd fleetnya blue bird aja udah jalan setengah juta kilometer lebih masih awet mobil bensin aja langka bgt yang bisa diatas 200ribu kilometer dan pasti dah turun mesin juga,"['kalo', 'baterai', 'seharusnya', 'gak', 'usah', 'dipikirin', 'karena', 'byd', 'fleetnya', 'blue', 'bird', 'aja', 'udah', 'jalan', 'setengah', 'juta', 'kilometer', 'lebih', 'masih', 'awet', 'mobil', 'bensin', 'langka', 'bgt', 'yang', 'bisa', 'diatas', '200ribu', 'dan', 'pasti', 'dah', 'turun', 'mesin', 'juga']","['kalau', 'baterai', 'harus', 'tidak', 'usah', 'pikir', 'karena', 'byd', 'fleet', 'blue', 'bird', 'aja', 'udah', 'jalan', 'tengah', 'juta', 'kilometer', 'lebih', 'masih', 'awet', 'mobil', 'bensin', 'langka', 'banget', 'yang', 'bisa', 'atas', '200ribu', 'dan', 'pasti', 'dah', 'turun', 'mesin', 'juga']","['baterai', 'tidak', 'pikir', 'byd', 'fleet', 'blue', 'bird', 'jalan', 'juta', 'kilometer', 'lebih', 'awet', 'mobil', 'bensin', 'langka', 'sangat', 'bisa', '200ribu', 'dah', 'turun', 'mesin']",positif,6,0
2025-04-12T23:50:15Z,yang belum punya mobil dan uang buat beli nya tapi tetap setia nonton ❤,yang belum punya mobil dan uang buat beli nya tapi tetap setia nonton,"['yang', 'belum', 'punya', 'mobil', 'dan', 'uang', 'buat', 'beli', 'nya', 'tapi', 'tetap', 'setia', 'nonton']","['yang', 'belum', 'punya', 'mobil', 'dan', 'uang', 'buat', 'beli', 'nya', 'tapi', 'tetap', 'setia', 'tonton']","['belum', 'mobil', 'uang', 'beli', 'setia', 'tonton']",positif,3,1
2025-04-12T11:39:58Z,"pas mau ganti battree, nangiss",pas mau ganti battree nangiss,"['pas', 'mau', 'ganti', 'battree', 'nangiss']","['pas', 'mau', 'ganti', 'battree', 'nangiss']","['pas', 'ganti', 'battree', 'nangiss']",positif,1,0
2025-04-12T10:47:13Z,"Yg mentok itu karena yg buat tanggul atau polusi tidur, otak nya separo😂😂",yg mentok itu karena yg buat tanggul atau polusi tidur otak nya separo,"['yg', 'mentok', 'itu', 'karena', 'buat', 'tanggul', 'atau', 'polusi', 'tidur', 'otak', 'nya', 'separo']","['yang', 'mentok', 'itu', 'karena', 'buat', 'tanggul', 'atau', 'polusi', 'tidur', 'otak', 'nya', 'paro']","['mentok', 'tanggul', 'polusi', 'tidur', 'otak', 'paro']",negatif,-10,0
2025-04-12T09:40:42Z,Ngasih review tp GK di tunjukin gmn sih .aneh ..payah review ya .,ngasih review tp gk di tunjukin gmn sih aneh payah review ya,"['ngasih', 'review', 'tp', 'gk', 'di', 'tunjukin', 'gmn', 'sih', 'aneh', 'payah', 'ya']","['asih', 'review', 'tp', 'tidak', 'di', 'tunjuk', 'gmn', 'sih', 'aneh', 'payah', 'iya']","['asih', 'review', 'tidak', 'aneh', 'payah', 'iya']",negatif,-2,0
2025-04-12T01:22:59Z,nggak aneh produk china 🤣🤣🤣😂,nggak aneh produk china,"['nggak', 'aneh', 'produk', 'china']","['tidak', 'aneh', 'produk', 'china']","['tidak', 'aneh', 'produk', 'china']",positif,3,0
2025-04-11T18:27:08Z,Mobil ternyaman pake baru dari tanggal 05 Desember 2024 sampai sekarang BYD M6 superior terimakasih BYD,mobil ternyaman pake baru dari tanggal 05 desember 2024 sampai sekarang byd m6 superior terimakasih byd,"['mobil', 'ternyaman', 'pake', 'baru', 'dari', 'tanggal', '05', 'desember', '2024', 'sampai', 'sekarang', 'byd', 'm6', 'superior', 'terimakasih']","['mobil', 'ternyaman', 'pake', 'baru', 'dari', 'tanggal', '05', 'desember', '2024', 'sampai', 'sekarang', 'byd', 'm6', 'superior', 'terimakasih']","['mobil', 'ternyaman', 'pakai', 'tanggal', '05', 'desember', '2024', 'byd', 'm6', 'superior', 'terimakasih']",positif,4,0
2025-04-11T12:36:00Z,head unit dibuat vertikal untuk map lebih nyaman. bisa lihat lebih jauh rute yg akan dilalui,head unit dibuat vertikal untuk map lebih nyaman bisa lihat lebih jauh rute yg akan dilalui,"['head', 'unit', 'dibuat', 'vertikal', 'untuk', 'map', 'lebih', 'nyaman', 'bisa', 'lihat', 'jauh', 'rute', 'yg', 'akan', 'dilalui']","['head', 'unit', 'buat', 'vertikal', 'untuk', 'map', 'lebih', 'nyaman', 'bisa', 'lihat', 'jauh', 'rute', 'yang', 'akan', 'lalu']","['head', 'unit', 'vertikal', 'map', 'lebih', 'nyaman', 'bisa', 'lihat', 'rute']",positif,11,0
2025-04-11T08:45:13Z,"EV dipake harian jelas Hemat bgt menjadi pertimbangan sih mobil"" EV ini",ev dipake harian jelas hemat bgt menjadi pertimbangan sih mobil ev ini,"['ev', 'dipake', 'harian', 'jelas', 'hemat', 'bgt', 'menjadi', 'pertimbangan', 'sih', 'mobil', 'ini']","['ev', 'dipake', 'hari', 'jelas', 'hemat', 'banget', 'jadi', 'timbang', 'sih', 'mobil', 'ini']","['mobil listrik', 'dipake', 'hemat', 'sangat', 'timbang', 'mobil']",positif,8,0
2025-04-11T06:02:19Z,"Ini mas Ridwan udah lengkap jelasinnya tapi gambarnya enggak. Tolonglah kameramen & editor, ga lama n ga susah ko ambil detil3 shot. Makan durasi? penjelasan detil masnya kecepetan? bisalah di split screen. Saya ngikutin review di channel ini, cuma MINUS BESARNYA DI GAMBAR DETIL2NYA.",ini mas ridwan udah lengkap jelasinnya tapi gambarnya enggak tolonglah kameramen editor ga lama n ga susah ko ambil detil3 shot makan durasi penjelasan detil masnya kecepetan bisalah di split screen saya ngikutin review di channel ini cuma minus besarnya di gambar detil2nya,"['ini', 'mas', 'ridwan', 'udah', 'lengkap', 'jelasinnya', 'tapi', 'gambarnya', 'enggak', 'tolonglah', 'kameramen', 'editor', 'ga', 'lama', 'susah', 'ko', 'ambil', 'detil3', 'shot', 'makan', 'durasi', 'penjelasan', 'detil', 'masnya', 'kecepetan', 'bisalah', 'di', 'split', 'screen', 'saya', 'ngikutin', 'review', 'channel', 'cuma', 'minus', 'besarnya', 'gambar', 'detil2nya']","['ini', 'mas', 'ridw', 'udah', 'lengkap', 'jelasin', 'tapi', 'gambar', 'tidak', 'tolong', 'kameramen', 'editor', 'tidak', 'lama', 'susah', 'ko', 'ambil', 'detil3', 'shot', 'makan', 'durasi', 'jelas', 'detil', 'mas', 'cepat', 'bisa', 'di', 'split', 'screen', 'saya', 'ikut', 'review', 'channel', 'cuma', 'minus', 'besar', 'gambar', 'detil2']","['ridw', 'lengkap', 'jelasin', 'gambar', 'tidak', 'kameramen', 'editor', 'tidak', 'susah', 'ko', 'ambil', 'detil3', 'shot', 'makan', 'durasi', 'detil', 'cepat', 'bisa', 'split', 'screen', 'review', 'channel', 'minus', 'besar', 'gambar', 'detil2']",positif,8,3
2025-04-10T16:49:49Z,"YANG PENASARAN HARGANYA
👉 3:08",yang penasaran harganya,"['yang', 'penasaran', 'harganya']","['yang', 'penasaran', 'harga']","['penasaran', 'harga']",netral,0,2
2025-04-10T15:25:45Z,Harga nya berapa?,harga nya berapa,"['harga', 'nya', 'berapa']","['harga', 'nya', 'berapa']",['harga'],netral,0,0
2025-04-10T10:36:01Z,"Dengan harga serupa, mending GAC Aion Y Plus terlihat lebih mewah",dengan harga serupa mending gac aion y plus terlihat lebih mewah,"['dengan', 'harga', 'serupa', 'mending', 'gac', 'aion', 'plus', 'terlihat', 'lebih', 'mewah']","['dengan', 'harga', 'rupa', 'mending', 'gac', 'aion', 'plus', 'lihat', 'lebih', 'mewah']","['harga', 'rupa', 'mending', 'gac', 'aion', 'plus', 'lihat', 'lebih', 'mewah']",positif,6,0
2025-04-10T03:10:34Z,"Maafkan Aku
Cintai Aku
Truk hijau yg salip ridwan",maafkan aku cintai aku truk hijau yg salip ridwan,"['maafkan', 'aku', 'cintai', 'truk', 'hijau', 'yg', 'salip', 'ridwan']","['maaf', 'aku', 'cinta', 'truk', 'hijau', 'yang', 'salip', 'ridw']","['maaf', 'suka', 'truk', 'hijau', 'salip', 'ridw']",positif,8,0
2025-04-10T01:16:04Z,"Sound,kamera, shot vidio kurang memanjakan",sound kamera shot vidio kurang memanjakan,"['sound', 'kamera', 'shot', 'vidio', 'kurang', 'memanjakan']","['sound', 'kamera', 'shot', 'vidio', 'kurang', 'manja']","['sound', 'kamera', 'shot', 'vidio', 'kurang', 'manja']",negatif,-10,1
2025-04-09T15:01:14Z,"Yaah gak salah tuh mas, sekelas M6 disamain sama mobil dng julukan ""kaleng kerupuk"" apalagi punya kasus memanipulasi data uji tabrak keselamatan... 🤣🤣🤣",yaah gak salah tuh mas sekelas m6 disamain sama mobil dng julukan kaleng kerupuk apalagi punya kasus memanipulasi data uji tabrak keselamatan,"['yaah', 'gak', 'salah', 'tuh', 'mas', 'sekelas', 'm6', 'disamain', 'sama', 'mobil', 'dng', 'julukan', 'kaleng', 'kerupuk', 'apalagi', 'punya', 'kasus', 'memanipulasi', 'data', 'uji', 'tabrak', 'keselamatan']","['yaah', 'tidak', 'salah', 'itu', 'mas', 'kelas', 'm6', 'sama', 'sama', 'mobil', 'dng', 'julukan', 'kaleng', 'kerupuk', 'apalagi', 'punya', 'kasus', 'manipulasi', 'data', 'uji', 'tabrak', 'selamat']","['yaah', 'tidak', 'salah', 'kelas', 'm6', 'mobil', 'dng', 'julukan', 'kaleng', 'kerupuk', 'manipulasi', 'data', 'uji', 'tabrak', 'selamat']",negatif,-7,0
2025-04-09T11:25:07Z,"Maaf, tapi menurut saya desain mobilnya sprti keluaran mobil tahun 2017-2020 an.",maaf tapi menurut saya desain mobilnya sprti keluaran mobil tahun 2017 2020 an,"['maaf', 'tapi', 'menurut', 'saya', 'desain', 'mobilnya', 'sprti', 'keluaran', 'mobil', 'tahun', '2017', '2020', 'an']","['maaf', 'tapi', 'turut', 'saya', 'desain', 'mobil', 'sprti', 'keluar', 'mobil', 'tahun', '2017', '2020', 'an']","['maaf', 'desain', 'mobil', 'sprti', 'mobil', '2017', '2020', 'an']",positif,3,0
2025-04-09T07:14:52Z,iya ya,iya ya,"['iya', 'ya']","['iya', 'iya']","['iya', 'iya']",netral,0,0
2025-04-09T06:30:05Z,10:25 aku kessoku band,aku kessoku band,"['aku', 'kessoku', 'band']","['aku', 'kessoku', 'band']","['kessoku', 'band']",netral,0,0
2025-04-09T05:48:29Z,Mas ridwan kayanya ga 170 cm deh. 😂😂  peace bro,mas ridwan kayanya ga 170 cm deh peace bro,"['mas', 'ridwan', 'kayanya', 'ga', '170', 'cm', 'deh', 'peace', 'bro']","['mas', 'ridw', 'kaya', 'tidak', '170', 'cm', 'deh', 'peace', 'bro']","['ridw', 'kaya', 'tidak', '170', 'cm', 'deh', 'peace', 'teman']",netral,0,0
2025-04-09T05:44:09Z,🐈: punteun ..,punteun,['punteun'],['punteun'],['punteun'],netral,0,0
2025-04-09T05:39:38Z,mobil yang pakai baterai adalah sebuah kesalahan skip baterai waiting next teknologi,mobil yang pakai baterai adalah sebuah kesalahan skip baterai waiting next teknologi,"['mobil', 'yang', 'pakai', 'baterai', 'adalah', 'sebuah', 'kesalahan', 'skip', 'waiting', 'next', 'teknologi']","['mobil', 'yang', 'pakai', 'baterai', 'adalah', 'buah', 'salah', 'skip', 'waiting', 'next', 'teknologi']","['mobil', 'pakai', 'baterai', 'buah', 'salah', 'lewati', 'waiting', 'next', 'teknologi']",negatif,-5,0
2025-04-09T05:33:27Z,"Saran aja MAS RIDWAN....... ini bukan mirip Avanza..... Tepatnya mirip SUZUKI EETIGA.......
😅😅😅😅😅😅😅😅😂😂😂",saran aja mas ridwan ini bukan mirip avanza tepatnya mirip suzuki eetiga,"['saran', 'aja', 'mas', 'ridwan', 'ini', 'bukan', 'mirip', 'avanza', 'tepatnya', 'suzuki', 'eetiga']","['saran', 'aja', 'mas', 'ridw', 'ini', 'bukan', 'mirip', 'avanza', 'tepat', 'suzuki', 'eetiga']","['saran', 'ridw', 'bukan', 'avanza', 'suzuki', 'eetiga']",netral,0,9
2025-04-09T04:07:53Z,Salah satu penantang BYD yang lebih bagus dari BYD yaitu Aletra ❤😁,salah satu penantang byd yang lebih bagus dari byd yaitu aletra,"['salah', 'satu', 'penantang', 'byd', 'yang', 'lebih', 'bagus', 'dari', 'yaitu', 'aletra']","['salah', 'satu', 'tantang', 'byd', 'yang', 'lebih', 'bagus', 'dari', 'yaitu', 'aletra']","['salah', 'tantang', 'byd', 'lebih', 'bagus', 'aletra']",positif,6,1
2025-04-09T07:37:21Z,Gimana tuh kabar aletra skrg,gimana tuh kabar aletra skrg,"['gimana', 'tuh', 'kabar', 'aletra', 'skrg']","['gimana', 'itu', 'kabar', 'aletra', 'skrg']","['kabar', 'aletra']",netral,0,1
2025-04-09T07:45:14Z,"@lucky889s9  Bagus kok, coba liat review moladin. Mereka tes dari semarang ke yogya full penumpang dan bagasi.",bagus kok coba liat review moladin mereka tes dari semarang ke yogya full penumpang dan bagasi,"['bagus', 'kok', 'coba', 'liat', 'review', 'moladin', 'mereka', 'tes', 'dari', 'semarang', 'ke', 'yogya', 'full', 'penumpang', 'dan', 'bagasi']","['bagus', 'kok', 'coba', 'liat', 'review', 'moladin', 'mereka', 'tes', 'dari', 'semarang', 'ke', 'yogya', 'full', 'tumpang', 'dan', 'bagasi']","['bagus', 'coba', 'liat', 'review', 'moladin', 'tes', 'semarang', 'yogya', 'full', 'tumpang', 'bagasi']",positif,5,1
2025-04-09T02:54:08Z,Banyak banget ini masukan utk BYD  positif ,banyak banget ini masukan utk byd positif,"['banyak', 'banget', 'ini', 'masukan', 'utk', 'byd', 'positif']","['banyak', 'banget', 'ini', 'pasu', 'untuk', 'byd', 'positif']","['banyak', 'sangat', 'pasu', 'byd', 'positif']",positif,11,7
2025-04-09T01:03:49Z,"Ini mobil enak banget, akselerasi, adas, suspensi, kekedapan, kapasitas, aplikasi remote control, sangat fun to drive. Kalo masalah rem sama MID kalo udah biasa sih ga ada masalah. Itu cuma urusan penyesuaian atau kebiasaan aja,  sehari pakai aja udah beres, kalo mempermasalahkan hal itu rasanya gak penting banget dibanding kelebihan lain nya. Sy pake crv gen 5 udah ga pernah dipake, jd malas, apalagi ke luar kota yg track nya naik turun, pake ni mobil nikmat banget tambah suspensi yg solid dan dewasa. Harga segini worth it banget, sy pernah hitung untung/rugi. kalo dibandingin sama zenix aja utk jangka panjang masih tetep untung pake mobil ini,dgn catatan fasilitas dr pemerintah terkait pajak tetep sama dan pemakaian ti nggi. Sy mulai pakai dr bulan oktober akhir skrg km udah hampir 13rb, ga ada masalah. Cuma ac belakang akhir2 ini gak begitu dingin, mudah2an ada solusi permanen dari byd karena pernah ke bengkel lumayan dingin tp skrg kurang dingin lagi. Sama audio menurut saya agak terlalu biasa, kalau mau enak harus upgrade. Overall puas banget",ini mobil enak banget akselerasi adas suspensi kekedapan kapasitas aplikasi remote control sangat fun to drive kalo masalah rem sama mid kalo udah biasa sih ga ada masalah itu cuma urusan penyesuaian atau kebiasaan aja sehari pakai aja udah beres kalo mempermasalahkan hal itu rasanya gak penting banget dibanding kelebihan lain nya sy pake crv gen 5 udah ga pernah dipake jd malas apalagi ke luar kota yg track nya naik turun pake ni mobil nikmat banget tambah suspensi yg solid dan dewasa harga segini worth it banget sy pernah hitung untung rugi kalo dibandingin sama zenix aja utk jangka panjang masih tetep untung pake mobil ini dgn catatan fasilitas dr pemerintah terkait pajak tetep sama dan pemakaian ti nggi sy mulai pakai dr bulan oktober akhir skrg km udah hampir 13rb ga ada masalah cuma ac belakang akhir akhir ini gak begitu dingin mudah2an ada solusi permanen dari byd karena pernah ke bengkel lumayan dingin tp skrg kurang dingin lagi sama audio menurut saya agak terlalu biasa kalau mau enak harus upgrade overall puas banget,"['ini', 'mobil', 'enak', 'banget', 'akselerasi', 'adas', 'suspensi', 'kekedapan', 'kapasitas', 'aplikasi', 'remote', 'control', 'sangat', 'fun', 'to', 'drive', 'kalo', 'masalah', 'rem', 'sama', 'mid', 'udah', 'biasa', 'sih', 'ga', 'ada', 'itu', 'cuma', 'urusan', 'penyesuaian', 'atau', 'kebiasaan', 'aja', 'sehari', 'pakai', 'beres', 'mempermasalahkan', 'hal', 'rasanya', 'gak', 'penting', 'dibanding', 'kelebihan', 'lain', 'nya', 'sy', 'pake', 'crv', 'gen', 'pernah', 'dipake', 'jd', 'malas', 'apalagi', 'ke', 'luar', 'kota', 'yg', 'track', 'naik', 'turun', 'ni', 'nikmat', 'tambah', 'solid', 'dan', 'dewasa', 'harga', 'segini', 'worth', 'it', 'hitung', 'untung', 'rugi', 'dibandingin', 'zenix', 'utk', 'jangka', 'panjang', 'masih', 'tetep', 'dgn', 'catatan', 'fasilitas', 'dr', 'pemerintah', 'terkait', 'pajak', 'pemakaian', 'ti', 'nggi', 'mulai', 'bulan', 'oktober', 'akhir', 'skrg', 'km', 'hampir', '13rb', 'ac', 'belakang', 'begitu', 'dingin', 'mudah2an', 'solusi', 'permanen', 'dari', 'byd', 'karena', 'bengkel', 'lumayan', 'tp', 'kurang', 'lagi', 'audio', 'menurut', 'saya', 'agak', 'terlalu', 'kalau', 'mau', 'harus', 'upgrade', 'overall', 'puas']","['ini', 'mobil', 'enak', 'banget', 'akselerasi', 'adas', 'suspensi', 'kedap', 'kapasitas', 'aplikasi', 'remote', 'control', 'sangat', 'fun', 'to', 'drive', 'kalau', 'masalah', 'rem', 'sama', 'mid', 'udah', 'biasa', 'sih', 'tidak', 'ada', 'itu', 'cuma', 'urus', 'penyesuaian', 'atau', 'biasa', 'aja', 'sehar', 'pakai', 'beres', 'masalah', 'hal', 'rasa', 'tidak', 'penting', 'banding', 'lebih', 'lain', 'nya', 'sy', 'pake', 'crv', 'gen', 'pernah', 'pake', 'jd', 'malas', 'apalagi', 'ke', 'luar', 'kota', 'yang', 'track', 'naik', 'turun', 'ini', 'nikmat', 'tambah', 'solid', 'dan', 'dewasa', 'harga', 'segini', 'worth', 'it', 'hitung', 'untung', 'rugi', 'banding', 'zenix', 'untuk', 'jangka', 'panjang', 'masih', 'tetap', 'dgn', 'catat', 'fasilitas', 'dr', 'perin', 'kait', 'pajak', 'pakai', 'ti', 'gi', 'mulai', 'bulan', 'oktober', 'akhir', 'skrg', 'km', 'hampir', '13rb', 'ac', 'belakang', 'begitu', 'dingin', 'mudah2an', 'solusi', 'permanen', 'dari', 'byd', 'karena', 'bengkel', 'lumayan', 'tp', 'kurang', 'lagi', 'audio', 'turut', 'saya', 'agak', 'terlalu', 'kalau', 'mau', 'harus', 'upgrade', 'overall', 'puas']","['mobil', 'enak', 'sangat', 'akselerasi', 'adas', 'suspensi', 'kedap', 'kapasitas', 'aplikasi', 'remote', 'control', 'sangat', 'fun', 'to', 'drive', 'rem', 'mid', 'tidak', 'ada', 'urus', 'penyesuaian', 'sehar', 'pakai', 'beres', 'tidak', 'banding', 'lebih', 'pakai', 'crv', 'gen', 'pakai', 'malas', 'kota', 'track', 'turun', 'nikmat', 'solid', 'dewasa', 'harga', 'segini', 'layak', 'it', 'hitung', 'untung', 'rugi', 'banding', 'zenix', 'jangka', 'catat', 'fasilitas', 'perin', 'kait', 'pajak', 'pakai', 'ti', 'gi', 'oktober', 'hampir', '13rb', 'ac', 'dingin', 'mudah2an', 'solusi', 'permanen', 'byd', 'bengkel', 'lumayan', 'kurang', 'audio', 'agak', 'terlalu', 'upgrade', 'puas']",positif,22,5
2025-04-17T14:07:44Z,mau tanya om...unt perawatannya gmn? harusnya lebih murah dari ICE,mau tanya om unt perawatannya gmn harusnya lebih murah dari ice,"['mau', 'tanya', 'om', 'unt', 'perawatannya', 'gmn', 'harusnya', 'lebih', 'murah', 'dari', 'ice']","['mau', 'tanya', 'om', 'unt', 'awat', 'gmn', 'harus', 'lebih', 'murah', 'dari', 'ice']","['unt', 'awat', 'lebih', 'murah', 'ice']",positif,11,0
2025-04-08T14:34:54Z,Di Jakarta di Jadi in Grab Car Premium dan Golden Bird EV BYD M6,di jakarta di jadi in grab car premium dan golden bird ev byd m6,"['di', 'jakarta', 'jadi', 'in', 'grab', 'car', 'premium', 'dan', 'golden', 'bird', 'ev', 'byd', 'm6']","['di', 'jakarta', 'jadi', 'in', 'grab', 'car', 'premium', 'dan', 'golden', 'bird', 'ev', 'byd', 'm6']","['jakarta', 'in', 'grab', 'car', 'premium', 'golden', 'bird', 'mobil listrik', 'byd', 'm6']",netral,0,0
2025-04-08T13:56:24Z,"bang ada review kalau turunan tajam gitu gimana yah yang mobil listrik. apakah sama kaya matic ada low gear nya. apalagi rumahnya mas ridwan kan klaten yak, buat naik turun klaten pasar semin wonosari gimana tuh",bang ada review kalau turunan tajam gitu gimana yah yang mobil listrik apakah sama kaya matic ada low gear nya apalagi rumahnya mas ridwan kan klaten yak buat naik turun klaten pasar semin wonosari gimana tuh,"['bang', 'ada', 'review', 'kalau', 'turunan', 'tajam', 'gitu', 'gimana', 'yah', 'yang', 'mobil', 'listrik', 'apakah', 'sama', 'kaya', 'matic', 'low', 'gear', 'nya', 'apalagi', 'rumahnya', 'mas', 'ridwan', 'kan', 'klaten', 'yak', 'buat', 'naik', 'turun', 'pasar', 'semin', 'wonosari', 'tuh']","['bang', 'ada', 'review', 'kalau', 'turun', 'tajam', 'gitu', 'gimana', 'yah', 'yang', 'mobil', 'listrik', 'apakah', 'sama', 'kaya', 'matic', 'low', 'gear', 'nya', 'apalagi', 'rumah', 'mas', 'ridw', 'kan', 'klaten', 'yak', 'buat', 'naik', 'turun', 'pasar', 'semin', 'wonosari', 'itu']","['ada', 'review', 'turun', 'tajam', 'yah', 'mobil', 'listrik', 'kaya', 'matic', 'low', 'gear', 'rumah', 'ridw', 'klaten', 'yak', 'turun', 'pasar', 'semin', 'wonosari']",negatif,-4,2
2025-04-21T09:28:05Z,apakah sudah ada kontennya ?,apakah sudah ada kontennya,"['apakah', 'sudah', 'ada', 'kontennya']","['apakah', 'sudah', 'ada', 'kontan']","['ada', 'kontan']",netral,0,0
2025-04-08T13:11:10Z,Desain biasa aza 😢,desain biasa aza,"['desain', 'biasa', 'aza']","['desain', 'biasa', 'aza']","['desain', 'aza']",netral,0,0
